doc_id,surface,tam,comp,subjtype,head_lemma,pattern,subject_text,instance_atp,instance_dpb,instance_hr
USARG_0124,was knocked to number three,past-be,pp_to_NP,DEF_NP,knock,"past-be,pp_to_NP",,0.47840988655336697,0.9520116335433835,3.773557262275185
USARG_0124,It is awarded,pres-be,Ø,PRON,award,"pres-be,Ø",It,0.12406621963699034,0.2460817579576668,7.18139306478936
USARG_0124,he is brought,pres-be,Ø,PRON,bring,"pres-be,Ø",he,0.03449969134651636,0.06659457847048735,7.18139306478936
USARG_0124,they are pressured to do the best that is capable,pres-be,to_VP,PRON,pressure,"pres-be,to_VP",they,0.12795375263790398,0.2535950880594603,5.481727678869736
USARG_0124,they are secured,pres-be,Ø,PRON,secure,"pres-be,Ø",they,0.46152945145839197,0.920261754726127,7.18139306478936
USARG_0124,that are accused of running the score up,pres-be,pp_of_NP,REL,accuse,"pres-be,pp_of_NP",that,0.0610447204840827,0.120261754726127,3.277613436819116
USARG_0018,the daily prayer before lunch must be said,modal-be,Ø,DEF_NP,say,"modal-be,Ø",the daily prayer before lunch,0.22971869236855152,-0.02912425270641461,6.864314256313429
USARG_0018,Hats are removed,pres-be,Ø,PL_NP,remove,"pres-be,Ø",Hats,0.46152945145839197,0.920261754726127,7.18139306478936
USARG_0018,hands are folded,pres-be,Ø,PL_NP,fold,"pres-be,Ø",hands,0.46152945145839197,0.920261754726127,7.18139306478936
USARG_0018,that is being debated around the country,prog-be,pp_around_NP,REL,debate,"prog-be,pp_around_NP",that,0.09694450029255226,0.24170449037148017,0.0
USARG_0018,a religious infusion is needed,pres-be,Ø,INDEF_NP,need,"pres-be,Ø",a religious infusion,0.23180598193928292,0.43126694314285197,7.18139306478936
USARG_0018,the statistic that maintains that 75 % of Americans support the return of prayer to public schools is accounted for,pres-be,pp_for_NP,DEF_NP,account,"pres-be,pp_for_NP",the statistic that maintains that 75 % of Americans support the return of prayer to public schools,0.4576419184574783,0.9127484246243335,4.6808134280893965
USARG_0018,that are being referred to,prog-be,pp_to_NP,REL,refer,"prog-be,pp_to_NP",that,0.11387233874499615,0.16897721764420748,1.584962500721156
USARG_0018,these students Should be forced to participate in prayer that is not in tune with their beliefs,modal-be,to_VP,PL_NP,force,"modal-be,to_VP",these students,0.30338635426591115,0.0958757472935854,5.058813890331199
USARG_0018,religion and prayer are instituted in school activities,pres-be,pp_in_NP,DEF_NP,inst,"pres-be,pp_in_NP",religion and prayer,0.08616590322766,0.17026175472612698,6.026438844826318
USARG_0018,It should be considered,modal-be,Ø,PRON,consider,"modal-be,Ø",It,0.3109852852695556,0.12010055349513578,6.864314256313429
USARG_0018,that is made by the proponents of returning prayer to school,pres-be,by_NP,REL,make,"pres-be,by_NP",that,0.032127661211519665,0.05560556748147634,6.097605888347559
USARG_0018,is refuted by the opposing side,pres-be,by_NP,DEF_NP,refute,"pres-be,by_NP",,0.04036933807292507,0.07941509129100015,6.097605888347559
USARG_0018,guns were brought to school,past-be,pp_to_NP,PL_NP,bring,"past-be,pp_to_NP",guns,0.021186783002100504,0.039114060926954776,3.773557262275185
USARG_0018,that has been proposed to be used in schools,perf-be,to_VP,REL,propose,"perf-be,to_VP",that,0.4675328285664271,0.46461463887542415,3.584962500721156
USARG_0018,it is seen by the proponents,pres-be,by_NP,PRON,see,"pres-be,by_NP",it,0.06464152194382691,0.11964497634847142,6.097605888347559
USARG_0018,they are offended,pres-be,Ø,PRON,offend,"pres-be,Ø",they,0.21140826871481463,0.420261754726127,7.18139306478936
USARG_0018,that is proposed to be said in schools,pres-be,to_VP,REL,propose,"pres-be,to_VP",that,0.207520735713901,0.4127484246243335,5.481727678869736
USARG_0018,what is intended,pres-be,Ø,PRON,intend,"pres-be,Ø",what,0.4576419184574783,0.9127484246243335,7.18139306478936
USARG_0018,Students may be turned to religion,modal-be,pp_to_NP,PL_NP,turn,"modal-be,pp_to_NP",Students,0.3052255531226146,0.5542090806269186,3.584962500721156
USARG_0018,concessions can be made for one group,modal-be,pp_for_NP,PL_NP,make,"modal-be,pp_for_NP",concessions,0.32950330446835996,0.15539955681739492,3.969815782426811
USARG_0018,It has been seen,perf-be,Ø,PRON,see,"perf-be,Ø",It,0.3495175511833058,-0.0009026025038862059,5.114369445886754
USARG_0018,being imposed,prog-be,Ø,DEF_NP,impose,"prog-be,Ø",,0.11291012784779447,0.21897721764420747,5.259991029008325
USARG_0018,that are refuted in the opposing arguments,pres-be,pp_in_NP,REL,refute,"pres-be,pp_in_NP",that,0.044256871073838716,0.08692842139279365,6.026438844826318
USARG_0018,should be offered outside of the classroom,modal-be,pp_outside_NP,DEF_NP,offer,"modal-be,pp_outside_NP",,0.3128596759545578,0.13754241396025207,0.0
USARG_0095,penicillin was discovered to have many uses in stopping and preventing the spread of infections,past-be,pp_as_NP,DEF_NP,discover,"past-be,pp_as_NP",penicillin,0.31871306374457126,0.6186783002100501,3.169925001442312
USARG_0095,that could be cultured in a laboratory,modal-be,pp_in_NP,REL,culture,"modal-be,pp_in_NP",that,0.45708190908787,0.887542413960252,5.523856189774727
USARG_0095,it was discovered,past-be,Ø,PRON,discover,"past-be,Ø",it,0.31871306374457126,0.6186783002100501,6.5035041626371415
USARG_0095,certain variations of these drugs could be synthesized,modal-be,Ø,PL_NP,synthesize,"modal-be,Ø",certain variations of these drugs,0.37416618611440766,0.5542090806269186,6.864314256313429
USARG_0095,It was discovered,past-be,Ø,PRON,discover,"past-be,Ø",It,0.31871306374457126,0.6186783002100501,6.5035041626371415
USARG_0095,the older drugs could be synthesized,modal-be,Ø,PL_NP,synthesize,"modal-be,Ø",the older drugs,0.37416618611440766,0.5542090806269186,6.864314256313429
USARG_0095,New drugs were synthesized,past-be,Ø,PL_NP,synthesize,"past-be,Ø",New drugs,0.15060373864300186,0.2955243173372112,6.5035041626371415
USARG_0095,some were found to be medically useful,past-be,to_VP,PRON,find,"past-be,to_VP",some,0.05235467392520228,0.09552431733721117,3.875
USARG_0095,"Huge enterprises , such as Upjohn were formed",past-be,Ø,PL_NP,form,"past-be,Ø","Huge enterprises , such as Upjohn",0.1534453186173981,0.2955243173372112,6.5035041626371415
USARG_0068,a movement is began,pres-be,Ø,INDEF_NP,begin,"pres-be,Ø",a movement,0.4576419184574783,0.9127484246243335,7.18139306478936
USARG_0068,"People normally associated with politics , religion , or art are lumped into categories",pres-be,pp_into_NP,PL_NP,lump,"pres-be,pp_into_NP","People normally associated with politics , religion , or art",0.46152945145839197,0.920261754726127,3.0
USARG_0068,This tragedy is worsened by the tendency of those outside the movement to remember the radical and ignore the common or ordinary,pres-be,by_NP,DEF_NP,wors,"pres-be,by_NP",This tragedy,0.4576419184574783,0.9127484246243335,6.097605888347559
USARG_0068,"Women 's Liberation has been met with adamant , and often obstinate oppostion",perf-be,pp_with_NP,PROPN,meet,"perf-be,pp_with_NP",Women 's Liberation,0.5108512326284284,0.6312813055420907,2.321928094887362
USARG_0068,"Some of the first radicals , Susan B. Anthony and George Sand ( although French were noticed",past-be,Ø,PRON,notice,"past-be,Ø","Some of the first radicals , Susan B. Anthony and George Sand ( although French",0.2340582547199125,0.46219098400387787,6.5035041626371415
USARG_0068,other feminists such as Emily Dickinson were ignored At the same time,past-be,pp_at_NP,PL_NP,ignore,"past-be,pp_at_NP",other feminists such as Emily Dickinson,0.08369470648918056,0.16219098400387785,2.0
USARG_0068,"the feminist movement was headed only by wild , disgruntled zealots",past-be,by_NP,DEF_NP,head,"past-be,by_NP",the feminist movement,0.47840988655336697,0.9520116335433835,5.087462841250338
USARG_0068,"Women supporting equal pay for women and and other "" liberal "" causes like affirmative action are seen in the shadow of the bra - burning , anti - shaving leaders of the 1970s",pres-be,pp_in_NP,PL_NP,see,"pres-be,pp_in_NP","Women supporting equal pay for women and and other "" liberal "" causes like affirmative action",0.031661122396323786,0.05819278920888561,6.026438844826318
USARG_0068,The good of their cause is undermined by the perception of the radicals,pres-be,by_NP,DEF_NP,underm,"pres-be,by_NP",The good of their cause,0.4576419184574783,0.9127484246243335,6.097605888347559
USARG_0068,it was being aimed,prog-be,Ø,PRON,aim,"prog-be,Ø",it,0.24689430967454476,0.9689772176442074,5.259991029008325
USARG_0074,"he or she is surrounded by criminals living larger than those taking a more "" conservative "" path to financial security",pres-be,by_NP,PRON,surround,"pres-be,by_NP",he or she,0.12406621963699034,0.2460817579576668,6.097605888347559
USARG_0074,they are outnumbered,pres-be,Ø,PRON,outnumber,"pres-be,Ø",they,0.46152945145839197,0.920261754726127,7.18139306478936
USARG_0074,The few police on the street are left chasing criminals like a dog chasing its tail,pres-be,to_VP,PL_NP,leave,"pres-be,to_VP",The few police on the street,0.11272837844618978,0.21437940178495052,5.481727678869736
USARG_0074,a criminal is apprehended,pres-be,Ø,INDEF_NP,apprehend,"pres-be,Ø",a criminal,0.207520735713901,0.4127484246243335,7.18139306478936
USARG_0074,is placed in jail,pres-be,pp_in_NP,DEF_NP,place,"pres-be,pp_in_NP",,0.10309035231478274,0.19846271033861917,6.026438844826318
USARG_0074,Jail space is reserved for murderers and rapists,pres-be,pp_for_NP,DEF_NP,reserve,"pres-be,pp_for_NP",Jail space,0.207520735713901,0.4127484246243335,4.6808134280893965
USARG_0074,a murderer is convicted,pres-be,Ø,INDEF_NP,convict,"pres-be,Ø",a murderer,0.12406621963699034,0.2460817579576668,7.18139306478936
USARG_0074,a dealer is put,pres-be,Ø,INDEF_NP,put,"pres-be,Ø",a dealer,0.01591541286089488,0.0303954834478629,7.18139306478936
USARG_0074,"you are forced to work in a hot , cramped atmosphere , possibly with an overbearing boss who is stuck in a service job with no en in sight , making $ 5.00 an hour and shopping at K - Mart for clothes",pres-be,to_VP,PRON,force,"pres-be,to_VP",you,0.13604721289512078,0.2535950880594603,5.481727678869736
USARG_0089,Cities were located near train tracks,past-be,pp_near_NP,PL_NP,locate,"past-be,pp_near_NP",Cities,0.2370210174378861,0.46219098400387787,0.0
USARG_0089,Homes and neighborhoods were located,past-be,Ø,PL_NP,locate,"past-be,Ø",Homes and neighborhoods,0.2370210174378861,0.46219098400387787,6.5035041626371415
USARG_0089,money is spent in the stores near them,pres-be,pp_in_NP,DEF_NP,spend,"pres-be,pp_in_NP",money,0.12406621963699034,0.2460817579576668,6.026438844826318
USARG_0116,"the movement for democracy , the stance made by he young hero of freedom would have been lost Without the satellite",modal-be,pp_without_NP,DEF_NP,lose,"modal-be,pp_without_NP","the movement for democracy , the stance made by he young hero of freedom",0.2798194428433179,0.107471781732567,2.0
USARG_0116,the movement for freedom in China was crushed,past-be,Ø,DEF_NP,crush,"past-be,Ø",the movement for freedom in China,0.48081395633504215,0.9520116335433835,6.5035041626371415
USARG_0116,the truth was told,past-be,Ø,DEF_NP,tell,"past-be,Ø",the truth,0.19701900942812237,0.38058306211481197,6.5035041626371415
USARG_0116,China is placed down the block,pres-be,pp_down_NP,PROPN,place,"pres-be,pp_down_NP",China,0.10309035231478274,0.19846271033861917,0.0
USARG_0004,that can be enforced by the American Judicial system,modal-be,by_NP,REL,enforce,"modal-be,by_NP",that,0.30808607526701987,0.08754241396025207,5.131556065016094
USARG_0004,Capital punishment has been carried on criminals,perf-be,pp_on_NP,DEF_NP,carry,"perf-be,pp_on_NP",Capital punishment,0.4675328285664271,0.46461463887542415,1.0
USARG_0004,it can be demonstrated,modal-be,Ø,PRON,demonstr,"modal-be,Ø",it,0.3832678493823859,0.3875424139602521,6.864314256313429
USARG_0004,the value of human life is affected by these arguments,pres-be,by_NP,DEF_NP,affect,"pres-be,by_NP",the value of human life,0.04103113050035008,0.07941509129100015,6.097605888347559
USARG_0004,a criminal who murders should be murdered For example,modal-be,pp_for_NP,INDEF_NP,murder,"modal-be,pp_for_NP",a criminal who murders,0.5005414500699238,0.887542413960252,3.969815782426811
USARG_0004,what is considered by many,pres-be,by_NP,PRON,consider,"pres-be,by_NP",what,0.23753286338226987,0.4243763316010777,6.097605888347559
USARG_0004,These feelings must be understood,modal-be,Ø,PL_NP,underst,"modal-be,Ø",These feelings,0.29276401471464947,0.2208757472935854,6.864314256313429
USARG_0004,who is placed in their shoes,pres-be,pp_in_NP,REL,place,"pres-be,pp_in_NP",who,0.10309035231478274,0.19846271033861917,6.026438844826318
USARG_0004,what is considered to be justice,pres-be,to_VP,PRON,consider,"pres-be,to_VP",what,0.23753286338226987,0.4243763316010777,5.481727678869736
USARG_0004,the death penalty is requested as a sentence,pres-be,pp_as_NP,DEF_NP,request,"pres-be,pp_as_NP",the death penalty,0.4576419184574783,0.9127484246243335,4.9837880587523955
USARG_0004,it is based,pres-be,Ø,PRON,base,"pres-be,Ø",it,0.23610180819342233,0.4582029700788789,7.18139306478936
USARG_0004,their thoughts are based,pres-be,Ø,PL_NP,base,"pres-be,Ø",their thoughts,0.14669507635751794,0.2838981183624906,7.18139306478936
USARG_0004,the death penalty is carried,pres-be,Ø,DEF_NP,carry,"pres-be,Ø",the death penalty,0.207520735713901,0.4127484246243335,7.18139306478936
USARG_0004,A criminal 's life is considered to be of less value than the life of an innocent man,pres-be,to_VP,INDEF_NP,consider,"pres-be,to_VP",A criminal 's life,0.23753286338226987,0.4243763316010777,5.481727678869736
USARG_0004,that are thought,pres-be,Ø,REL,think,"pres-be,Ø",that,0.08823595495685305,0.17026175472612698,7.18139306478936
USARG_0004,the death penalty is inflicted,pres-be,Ø,DEF_NP,inflict,"pres-be,Ø",the death penalty,0.4589096246027899,0.9127484246243335,7.18139306478936
USARG_0004,can be refuted,modal-be,Ø,DEF_NP,refute,"modal-be,Ø",,0.4263085298722427,0.5542090806269186,6.864314256313429
USARG_0004,an indivi dual is deterred by what he or she fears most,pres-be,by_NP,INDEF_NP,deter,"pres-be,by_NP",an indivi dual,0.4576419184574783,0.9127484246243335,6.097605888347559
USARG_0004,It is based,pres-be,Ø,PRON,base,"pres-be,Ø",It,0.23610180819342233,0.4582029700788789,7.18139306478936
USARG_0166,which area of government spending will be cut,modal-be,Ø,DEF_NP,cut,"modal-be,Ø",which area of government spending,0.36862739301095937,0.5542090806269186,6.864314256313429
USARG_0166,the United States is faced with the imminent threat of attack from another super - power,pres-be,pp_with_NP,PROPN,face,"pres-be,pp_with_NP",the United States,0.14241493950655365,0.2763847882606971,4.297079327540665
USARG_0166,"the arts , both the visual and performing arts should be supported by the government",modal-be,by_NP,PL_NP,support,"modal-be,by_NP","the arts , both the visual and performing arts",0.29592887491003095,0.06936059577843388,5.131556065016094
USARG_0166,verbal skills are minimized In these,pres-be,pp_in_NP,PL_NP,minimize,"pres-be,pp_in_NP",verbal skills,0.46152945145839197,0.920261754726127,6.026438844826318
USARG_0166,New research into the benefits of the arts as a vehicle to understanding human thought is being conducted,prog-be,Ø,DEF_NP,conduct,"prog-be,Ø",New research into the benefits of the arts as a vehicle to understanding human thought,0.10867449641837668,0.3023105509775408,5.259991029008325
USARG_0166,which has been implemented in some prison systems,perf-be,pp_in_NP,REL,implement,"perf-be,pp_in_NP",which,0.4049116458228498,0.21461463887542415,3.6901165175936654
USARG_0166,"These programs , along with the physical programs are designed to develop the criminal into a more successful , reformed individual by allowing for alternative means of expression",pres-be,to_VP,PL_NP,design,"pres-be,to_VP","These programs , along with the physical programs",0.26408423416189425,0.520261754726127,5.481727678869736
USARG_0166,a differentiation between the world of art and that of what could be considered pornography must be made,modal-be,Ø,DEF_NP,make,"modal-be,Ø",a differentiation between the world of art and that of what could be considered pornography,0.28072672783907887,0.15539955681739492,6.864314256313429
USARG_0166,what could be considered,modal-be,Ø,PRON,consider,"modal-be,Ø",what,0.2675257442875018,0.12010055349513578,6.864314256313429
USARG_0166,the overall decision of what is art is linked to the artists ideas behind his or her creation,pres-be,pp_to_NP,DEF_NP,link,"pres-be,pp_to_NP",the overall decision of what is art,0.207520735713901,0.4127484246243335,3.169925001442312
USARG_0166,some works are meant be valued as art for the extremely negative and perverse viewpoints that are being expressed,pres-be,to_VP,PL_NP,mean,"pres-be,to_VP",some works,0.21268566006656578,0.420261754726127,5.481727678869736
USARG_0166,that are being expressed,prog-be,Ø,REL,express,"prog-be,Ø",that,0.31411470423215077,0.9689772176442074,5.259991029008325
USARG_0138,Sex Is used to do everything,pres-be,to_VP,DEF_NP,use,"pres-be,to_VP",Sex,0.05903518338988528,0.10024842462433349,5.481727678869736
USARG_0138,shampoo is used to wash your hair not your whole body,pres-be,to_VP,DEF_NP,use,"pres-be,to_VP",shampoo,0.05903518338988528,0.10024842462433349,5.481727678869736
USARG_0138,things were shown,past-be,Ø,PL_NP,show,"past-be,Ø",things,0.11425668369439576,0.21219098400387784,6.5035041626371415
USARG_0138,they were assumed,past-be,Ø,PRON,assume,"past-be,Ø",they,0.2340582547199125,0.46219098400387787,6.5035041626371415
USARG_0138,sex should be talked about,modal-be,pp_about_NP,DEF_NP,talk,"modal-be,pp_about_NP",sex,0.5005414500699238,0.887542413960252,0.0
USARG_0138,nothing is said,pres-be,Ø,PRON,say,"pres-be,Ø",nothing,0.12714224161146118,0.2460817579576668,7.18139306478936
USARG_0138,sex is overrated in the media,pres-be,pp_in_NP,DEF_NP,overrate,"pres-be,pp_in_NP",sex,0.4576419184574783,0.9127484246243335,6.026438844826318
USARG_0148,who should be ranked even after the bowl games,modal-be,pp_after_NP,REL,rank,"modal-be,pp_after_NP",who,0.28589218755347756,0.03039955681739491,1.0
USARG_0148,Texas A&M was being ignored by many poll writers and fans,prog-be,by_NP,PROPN,ignore,"prog-be,by_NP",Texas A&M,0.09860506918739015,0.3689772176442075,2.94770277922009
USARG_0148,the bowl games were played on New Year 's Day,past-be,pp_on_NP,PL_NP,play,"past-be,pp_on_NP",the bowl games,0.1868998346943088,0.3621909840038779,3.4182958340544896
USARG_0148,Texas A&M was whipped by Notre Dame,past-be,by_NP,PROPN,whip,"past-be,by_NP",Texas A&M,0.2282887038097896,0.4520116335433834,5.087462841250338
USARG_0148,that was left,past-be,Ø,REL,leave,"past-be,Ø",that,0.03781974459314712,0.06965869236691283,6.5035041626371415
USARG_0148,The Florida State Seminoles were ranked,past-be,Ø,PROPN,rank,"past-be,Ø",The Florida State Seminoles,0.2787820113316962,0.5336195554324492,6.5035041626371415
USARG_0148,The Nebraska Cornhuskers were ranked,past-be,Ø,PROPN,rank,"past-be,Ø",The Nebraska Cornhuskers,0.2787820113316962,0.5336195554324492,6.5035041626371415
USARG_0148,The West Virginia Mountaineers were ranked,past-be,Ø,PROPN,rank,"past-be,Ø",The West Virginia Mountaineers,0.2787820113316962,0.5336195554324492,6.5035041626371415
USARG_0148,the Notre Dame Fighting Irish were ranked,past-be,Ø,PROPN,rank,"past-be,Ø",the Notre Dame Fighting Irish,0.2787820113316962,0.5336195554324492,6.5035041626371415
USARG_0148,the bowl games were played,past-be,Ø,PL_NP,play,"past-be,Ø",the bowl games,0.1868998346943088,0.3621909840038779,6.5035041626371415
USARG_0148,West Virginia was blown by Florida,past-be,by_NP,PROPN,blow,"past-be,by_NP",West Virginia,0.2282887038097896,0.4520116335433834,5.087462841250338
USARG_0148,Nebraska and West Virginia were eliminated from the national championship picture,past-be,pp_from_NP,PROPN,elim,"past-be,pp_from_NP",Nebraska and West Virginia,0.06690685707893657,0.1288576506705445,3.1219280948873624
USARG_0148,they were whipped by Boston College,past-be,by_NP,PRON,whip,"past-be,by_NP",they,0.2340582547199125,0.46219098400387787,5.087462841250338
USARG_0148,Miami was ranked,past-be,Ø,PROPN,rank,"past-be,Ø",Miami,0.1230651854742984,0.23772591925766912,6.5035041626371415
USARG_0148,Miami was ranked,past-be,Ø,PROPN,rank,"past-be,Ø",Miami,0.1230651854742984,0.23772591925766912,6.5035041626371415
USARG_0148,were robbed,past-be,Ø,DEF_NP,rob,"past-be,Ø",,0.4841794374634898,0.9621909840038778,6.5035041626371415
USARG_0148,a different set of games will be played,modal-be,Ø,INDEF_NP,play,"modal-be,Ø",a different set of games,0.3018395436007154,0.2875424139602521,6.864314256313429
USARG_0148,These bowl games would be played on other days,modal-be,pp_on_NP,PL_NP,play,"modal-be,pp_on_NP",These bowl games,0.28334477783034107,0.2875424139602521,3.0
USARG_0148,they can be shown on television,modal-be,pp_on_NP,PRON,show,"modal-be,pp_on_NP",they,0.3639837747449591,0.30420908062691876,3.0
USARG_0148,"Two of college football 's premier coaches , Florida 's Steve Spurrier and Florida State 's Bobby Bowden were asked about a playoff system",past-be,pp_about_NP,DEF_NP,ask,"past-be,pp_about_NP","Two of college football 's premier coaches , Florida 's Steve Spurrier and Florida State 's Bobby Bowden",0.08369470648918056,0.16219098400387785,0.0
USARG_0148,The bowls have been associated with college football,perf-be,pp_with_NP,PL_NP,associ,"perf-be,pp_with_NP",The bowls,0.4277164301666456,0.29794797220875746,2.321928094887362
